RPC Code,RPC Name,Producer Country Name,Producer Country Code,Share,Waste,SUA Code
A.16.02.029,Saffron,India,IN,0.507,0.07,1699
A.16.02.029,Saffron,Turkey,TR,0.131,0.07,1699
A.16.02.029,Saffron,Rest of World,RoW,0.362,0.07,1699
A.16.02.030,Tamarind,India,IN,0.507,0.07,1699
A.16.02.030,Tamarind,Turkey,TR,0.131,0.07,1699
A.16.02.030,Tamarind,Rest of World,RoW,0.362,0.07,1699
A.16.02.031,Turmeric roots,India,IN,0.507,0.07,1699
A.16.02.031,Turmeric roots,Turkey,TR,0.131,0.07,1699
A.16.02.031,Turmeric roots,Rest of World,RoW,0.362,0.07,1699
A.16.09.003,Vanilla pods (Vanilla fragrans syn. Vanilla planifolia),India,IN,0.507,0.07,1699
A.16.09.003,Vanilla pods (Vanilla fragrans syn. Vanilla planifolia),Turkey,TR,0.131,0.07,1699
A.16.09.003,Vanilla pods (Vanilla fragrans syn. Vanilla planifolia),Rest of World,RoW,0.362,0.07,1699
A.16.09.003,Vanilla pods (Vanilla fragrans syn. Vanilla planifolia),Germany,DE,0.209,0.017,1658
A.16.09.003,Vanilla pods (Vanilla fragrans syn. Vanilla planifolia),Greece,GR,0.38,0.017,1658
A.16.09.003,Vanilla pods (Vanilla fragrans syn. Vanilla planifolia),Rest of World,RoW,0.411,0.017,1658
